seg_id,youtube_id,sentence,verb_pre_mapping,adverb_pre_mapping,clustered_verb,clustered_adverb,start_time,end_time,duration,rgb_frames,verb_label,adverb_label
y4fKBy4Dyag_439-446,y4fKBy4Dyag,1 2 3 flip gently peel tinfoil cut apple,flip,gently,flip,gently,440,447,7,169,19,0
tbLQSTL0Vjs_85-96,tbLQSTL0Vjs,lightly roll dough into 12 16,roll,lightly,roll,gently,85.7,96.4,10.7,331,6,0
SwFFTkWRLoQ_437-443,SwFFTkWRLoQ,into pastry slowly pour,pour,slowly,pour,slowly,437.4,443.6,6.3,145,3,1
MnIL30Tbzqo_214-241,MnIL30Tbzqo,followed finger roots flowers stir gently stir,stir,gently,stir,gently,214.8,241.5,26.7,809,2,0
Y0xfeSK3-d4_382-387,Y0xfeSK3-d4,exact thing underneath brow filling lightly,fill,lightly,fill,gently,382.3,387.8,5.6,152,28,0
7OjMAPBle9o_30-37,7OjMAPBle9o,tossing golden coarsely chop,chop,coarsely,chop,coarsely,30.8,37.6,6.8,168,1,4
PAaT5jLINNM_341-365,PAaT5jLINNM,jello mixture gently fold heavy whipping cream,fold,gently,fold,gently,341.1,365.3,24.2,721,5,0
78u6ZTqkB_4_129-134,78u6ZTqkB_4,gently fold half cups,fold,gently,fold,gently,129,134.3,5.3,149,5,0
PSwTTkmQchY_269-278,PSwTTkmQchY,using butter knife gently loosen,loosen,gently,loosen,gently,269.5,278.5,8.9,217,45,0
aQceSStmBsY_102-108,aQceSStmBsY,gently mix ripples,mix,gently,mix,gently,102.5,108.7,6.2,151,0,0
pz4oqolAmr0_138-145,pz4oqolAmr0,make date add tablespoons mix quickly,mix,quickly,mix,quickly,138.5,145.9,7.4,210,0,3
EMDHDzYCU4o_336-343,EMDHDzYCU4o,wrap tightly,wrap,tightly,wrap,tightly,336.5,343.1,6.6,211,17,5
ez2dC6BSIx0_26-33,ez2dC6BSIx0,cut finely lots lime,cut,finely,cut,finely,26.8,33,6.2,210,11,2
QmzYretY6zM_443-448,QmzYretY6zM,mix mixing fully,mix,fully,mix,completely,443.3,448.5,5.2,151,0,7
lkT1TgiSqLw_158-166,lkT1TgiSqLw,lightly whisk eggs little beat,whisk,lightly,whisk,gently,158.9,166,7.2,201,7,0
iONa9Bdu3i8_360-367,iONa9Bdu3i8,roll tightly little twist,roll,tightly,roll,tightly,360.8,367.6,6.7,212,6,5
3EqgHN-DKPw_39-59,3EqgHN-DKPw,finely chop dill,chop,finely,chop,finely,39.9,59.4,19.5,501,1,2
QZ1Vfi2Bypg_58-64,QZ1Vfi2Bypg,pour slowly start,pour,slowly,pour,slowly,58.5,64.8,6.3,180,3,1
pIv16QYUIMs_75-82,pIv16QYUIMs,spices cover pan tightly,cover,tightly,cover,tightly,75.3,82.1,6.8,210,9,5
Pmqwti9kWj4_426-459,Pmqwti9kWj4,¼ tsp turmeric powder 8 10 curry leaves 1 dry red chilly 1 green chilly remove seeds chop finely 1 tsp coriander powder sauté masala,chop,finely,chop,finely,426.9,431.9,6,151,1,2
FzWPgZ4JvuU_242-250,FzWPgZ4JvuU,garlic cloves chopping roughly into kadai adding,chop,roughly,chop,coarsely,242.5,250.9,8.4,240,1,4
7qzzzKOVcP4_131-137,7qzzzKOVcP4,roughly chop coriander,chop,roughly,chop,coarsely,131.9,137.7,5.8,138,1,4
iUeDMqi_-dE_156-162,iUeDMqi_-dE,basil leaves finely grate lemon zest adjust seasoning serve,grate,finely,grate,finely,156.9,162.4,5.5,150,41,2
ZkH4shyt2bg_66-73,ZkH4shyt2bg,add water paper peel thinly lime lemon peel,peel,thinly,peel,finely,66.4,73.4,7,209,18,2
kT_gzobKtok_227-233,kT_gzobKtok,cover steaks loosely,cover,loosely,cover,loosely,227.8,233.7,5.9,144,9,8
2ap8dSL1yxQ_450-456,2ap8dSL1yxQ,tightly shake shake,shake,tightly,shake,tightly,450.4,456.5,6.1,146,24,5
ggKlMvsTI8Y_226-232,ggKlMvsTI8Y,egg mixture gently stir uncooked portions go,stir,gently,stir,gently,226.8,232.9,6,180,2,0
mbG7a0A1rus_168-176,mbG7a0A1rus,lumpy mess stir gently moisten,stir,gently,stir,gently,168.4,176.6,8.1,240,2,0
u8DZ7pwUnRk_167-174,u8DZ7pwUnRk,thing lightly chop,chop,lightly,chop,gently,167,174.2,7.2,211,1,0
ngGpYP-YB9k_51-60,ngGpYP-YB9k,press gently piping bag,press,gently,press,gently,51.8,60.1,8.2,271,4,0
q1IbTVdfewg_217-225,q1IbTVdfewg,sugar way separate cake paper gently,separate,gently,separate,gently,217,225.4,8.3,200,38,0
ok2U8AhkDlA_25-33,ok2U8AhkDlA,yeast 1 teaspoon sugar gently stir leave 15,stir,gently,stir,gently,25.4,33.5,8,240,2,0
Dpw-DVGY8fo_213-221,Dpw-DVGY8fo,2 stands stretch gently pull make 8 pull,stretch,gently,stretch,gently,213.8,221.3,7.5,201,42,0
NM_q9Lc9-io_65-74,NM_q9Lc9-io,cover pan loosely aluminum foil basis 75 degrees,cover,loosely,cover,loosely,65,74.6,9.6,270,9,8
hJVR03H7g6I_288-296,hJVR03H7g6I,gently press liquid boiling,press,gently,press,gently,288.6,296.4,7.8,240,4,0
eRCkXxLP-Yw_132-140,eRCkXxLP-Yw,gently pour,pour,gently,pour,gently,133,140.6,7.7,240,3,0
3Ckh_l8hYaY_245-252,3Ckh_l8hYaY,turn make roll tightly,roll,tightly,roll,tightly,245.3,252.5,7.2,210,6,5
h7G0VcyRnvY_281-287,h7G0VcyRnvY,boil stir gently,stir,gently,stir,gently,281.4,287.8,6.4,144,2,0
zooWLuvQ6e8_41-54,zooWLuvQ6e8,break paneer into pieces roughly alright grind,grind,roughly,grind,coarsely,41.2,54.4,13.2,314,37,4
O7stCI4QG6Q_160-165,O7stCI4QG6Q,slowly whisk quarter cup,whisk,slowly,whisk,slowly,160.3,165.9,5.6,125,7,1
Asp109G6oSA_117-124,Asp109G6oSA,slowly scraping sides spatula go,scrape,slowly,scrape,slowly,117.2,124.1,6.8,210,27,1
0KXkpKqZD8c_488-499,0KXkpKqZD8c,gently toss gulab jamuns fry turn golden brown color sides,toss,gently,toss,gently,488.6,499.9,11.3,139,12,0
9wOuORVehQw_83-89,9wOuORVehQw,squeeze tightly,squeeze,tightly,squeeze,tightly,83.1,89.3,6.2,180,16,5
M6C1ODchxj4_254-262,M6C1ODchxj4,finely chop quarter cup set,chop,finely,chop,finely,254.6,262.9,8.3,241,1,2
6SMyxbqxFZ8_190-197,6SMyxbqxFZ8,runners gently roll into,roll,gently,roll,gently,190.1,197.2,7.1,212,6,0
GNtLD8WJM88_621-633,GNtLD8WJM88,pieces cloves garlic roughly chop,chop,roughly,chop,coarsely,621.7,633.6,11.9,288,1,4
r5CNnB7ODNg_66-71,r5CNnB7ODNg,finely chop carrots grate cheese chop chives place meal,chop,finely,chop,finely,66.3,71.6,5.3,125,1,2
-3AVypstV9c_310-316,-3AVypstV9c,lightly squeeze wrap saran wrap into,squeeze,lightly,squeeze,gently,310.4,316.3,6,180,16,0
sgsAJID-ZVU_323-328,sgsAJID-ZVU,slowly drip egg,drip,slowly,drip,slowly,323.3,328.9,5.6,122,43,1
00Lf8CuRo8w_400-406,00Lf8CuRo8w,nice stir vigorously stir make nice,stir,vigorously,stir,vigorously,400.6,406.5,5.8,181,2,6
TtR7XjZEphw_94-104,TtR7XjZEphw,perfect slices gently toss shoney's homes,toss,gently,toss,gently,94.7,104.6,9.9,299,12,0
xrNfVBdWJ9g_264-269,xrNfVBdWJ9g,process stir gently 15 minutes time,stir,gently,stir,gently,264.3,269.5,5.2,150,2,0
r27q9_pUuCE_69-79,r27q9_pUuCE,half cups grated carrot care lightly stir,stir,lightly,stir,gently,69.6,79.3,9.6,301,2,0
MvJMG2SARh4_141-155,MvJMG2SARh4,vegetable gently mix add,mix,gently,mix,gently,141.5,155.9,14.4,337,0,0
YMJYkwP01hs_438-444,YMJYkwP01hs,finely chop garlic ginger get ginger,chop,finely,chop,finely,438.6,444.7,6.1,180,1,2
xgF1LTraicg_318-325,xgF1LTraicg,gently roll,roll,gently,roll,gently,318.4,325.8,7.4,210,6,0
Sh9vtebydrc_37-45,Sh9vtebydrc,fingers thumb slowly roll,roll,slowly,roll,slowly,38,45,7,240,6,1
8v-xjcLtbag_123-128,8v-xjcLtbag,oven layer spread cover fully place rolls,cover,fully,cover,completely,123.4,129,5.6,126,9,7
b-9oUhFMkmk_325-336,b-9oUhFMkmk,chopping board roughly chop,chop,roughly,chop,coarsely,325.7,336.2,10.5,275,1,4
jD1nnVkDLts_245-252,jD1nnVkDLts,half moon slowly fill,fill,slowly,fill,slowly,245.2,252.2,7.1,210,28,1
htUpjDfW4eA_313-323,htUpjDfW4eA,slowly pour milk,pour,slowly,pour,slowly,313.7,323.9,10.2,301,3,1
vRIZtClHztc_326-333,vRIZtClHztc,slowly pour liquid,pour,slowly,pour,slowly,326.2,333.1,6.9,211,3,1
yKn0BL0RMp8_236-248,yKn0BL0RMp8,water drizzle slowly,drizzle,slowly,drizzle,slowly,236.3,248.4,12.1,360,21,1
0ff_hiMoeIU_139-150,0ff_hiMoeIU,miss whisking slowly drop drop,whisk,slowly,whisk,slowly,139.8,150.4,10.6,266,7,1
cgs5t8GtAfc_108-121,cgs5t8GtAfc,spray cookie sheet lightly spray red pepper,spray,lightly,spray,gently,108.6,121.2,12.6,390,23,0
3SlRHsPzgmY_147-152,3SlRHsPzgmY,slowly pour dry white wine cover,pour,slowly,pour,slowly,147.4,152.7,5.3,150,3,1
bLMYUOi4kko_270-277,bLMYUOi4kko,gently roll dough ball keeping thick place wok,roll,gently,roll,gently,270.9,277.5,6.6,211,6,0
TvBzIXHNbVc_403-414,TvBzIXHNbVc,quickly mix time,mix,quickly,mix,quickly,403.8,414.9,11.1,331,0,3
uHMEyMPWqNU_101-110,uHMEyMPWqNU,mix lightly spoon air mixture possible,mix,lightly,mix,gently,101,110.6,9.6,270,0,0
swSshndYgSc_170-183,swSshndYgSc,garlic 1 2 onion chop link pray finely chop green onion,chop,finely,chop,finely,170,183.3,13.3,389,1,2
Z5E7DybT7lk_647-659,Z5E7DybT7lk,hands coat meat lightly sides,coat,lightly,coat,gently,647.4,659.5,12.1,361,15,0
hekhcxMvVbE_162-172,hekhcxMvVbE,lightly toss coat little salt pepper,toss,lightly,toss,gently,162.2,172,9.8,239,12,0
NEez9SdjOck_360-367,NEez9SdjOck,skin fully covering chicken shaking excess,cover,fully,cover,completely,360.3,367.3,7.1,211,9,7
WASJ6gBY1v8_438-443,WASJ6gBY1v8,pour water slowly shells,pour,slowly,pour,slowly,438.2,443.8,5.6,125,3,1
EdF9qADp2ms_170-176,EdF9qADp2ms,start mixing slowly,mix,slowly,mix,slowly,170.2,176.5,6.3,150,0,1
AVL1nieyAhk_31-38,AVL1nieyAhk,thumbs gently crack,crack,gently,crack,gently,31.7,38,6.3,210,44,0
sxGEd7x7WdA_76-115,sxGEd7x7WdA,lightly mix stir hardly blue multi mas wait minute,mix,lightly,mix,gently,77,82,6,150,0,0
OsYYibcnRtk_298-314,OsYYibcnRtk,get possible roughly chop,chop,roughly,chop,coarsely,298.5,314.9,16.4,400,1,4
18PlAZS3Tc0_265-271,18PlAZS3Tc0,promising dripping quite quickly,drip,quickly,drip,quickly,265,271.8,6.8,180,43,3
0wPmK1crWF4_187-193,0wPmK1crWF4,add saffron into mixture stir gently,stir,gently,stir,gently,188,193.2,5.2,180,2,0
q_aDIyYDAKM_340-352,q_aDIyYDAKM,garlic clove knife chop finely,chop,finely,chop,finely,340.8,352.4,11.5,355,1,2
PBSiBRcy1PU_395-406,PBSiBRcy1PU,gently mix,mix,gently,mix,gently,395.4,406.5,11.2,329,0,0
HUxMMzchxcQ_133-141,HUxMMzchxcQ,gently rub hand make,rub,gently,rub,gently,134,141.4,7.4,200,22,0
pXNzpmOv-CI_62-71,pXNzpmOv-CI,thick steps chop finely yes,chop,finely,chop,finely,62.8,71.5,8.7,270,1,2
k_QTMw7stGs_77-83,k_QTMw7stGs,use palms gently rub dough combine ingredients,rub,gently,rub,gently,78,83.9,6,150,22,0
bMrmZOH8uOQ_42-48,bMrmZOH8uOQ,cut flesh stone thinly,cut,thinly,cut,finely,42.5,48.1,5.6,145,11,2
Yy5R-qk-xGc_115-130,Yy5R-qk-xGc,whites mix gently go warm,mix,gently,mix,gently,115.8,130.5,14.7,450,0,0
HhxhyEC247o_119-134,HhxhyEC247o,whisk vigorously lumps,whisk,vigorously,whisk,vigorously,119.4,134.2,14.8,450,7,6
2tzowlla_gM_136-143,2tzowlla_gM,press gently stick remove upper paper begin roll,press,gently,press,gently,136.3,143.8,7.5,175,4,0
5Byi8OEizYI_309-314,5Byi8OEizYI,helps seal pan tightly,seal,tightly,seal,tightly,309.3,314.7,5.4,150,36,5
cKX7wtPxW0o_79-84,cKX7wtPxW0o,pull biscuits lightly brush,brush,lightly,brush,gently,79.4,84.6,5.1,151,8,0
V19u6NLcOkI_259-268,V19u6NLcOkI,larger sponge deep gently fold,fold,gently,fold,gently,259.5,269,9.5,226,5,0
AqUfy-jyei8_24-30,AqUfy-jyei8,pour beer slowly stirring whisk,pour,slowly,pour,slowly,24.8,30.9,6,151,3,1
T1XpzCLz86w_181-190,T1XpzCLz86w,consistency slowly pour,pour,slowly,pour,slowly,181.4,190.3,8.9,270,3,1
-f6Hg1ja71w_248-257,-f6Hg1ja71w,mix slowly adding small portions whites,mix,slowly,mix,slowly,248.9,257.3,8.4,113,0,1
-VC_zjOlwsc_60-66,-VC_zjOlwsc,grind finely,grind,finely,grind,finely,60.8,66.2,5.4,90,37,2
jm5sCOh2MIU_412-418,jm5sCOh2MIU,laid veneer pair plywood gently pressing mating edges,press,gently,press,gently,412.8,418,5.2,182,4,0
LaT0jjK0Xbs_352-359,LaT0jjK0Xbs,press gently palm giving shape kachori,press,gently,press,gently,352.7,359.5,6.8,210,4,0
hmbJ7_k5zyo_637-643,hmbJ7_k5zyo,mix vigorously activate gluten flour,mix,vigorously,mix,vigorously,637.1,643.9,6.9,144,0,6
H1SistTwAgo_254-264,H1SistTwAgo,stirring vigorously,stir,vigorously,stir,vigorously,254,264.6,10.5,250,2,6
gmFXeGKMokQ_63-69,gmFXeGKMokQ,gently fold time,fold,gently,fold,gently,63.1,69.1,6,151,5,0
3L_MUolf2wI_123-131,3L_MUolf2wI,mixing fully bonds makes sort muddy wetty muddy batter texture,mix,fully,mix,completely,123.9,131.2,7.3,201,0,7
z2E3Weu2aZw_552-558,z2E3Weu2aZw,twist slowly bag nice full firm till,twist,slowly,twist,slowly,552.9,558.3,5.5,151,40,1
_go7Uh7wXvc_315-322,_go7Uh7wXvc,chillies chop roughly,chop,roughly,chop,coarsely,315.8,322.4,6.6,175,1,4
m2MuyprsGss_354-373,m2MuyprsGss,lightly brush pillow sheet,brush,lightly,brush,gently,354.4,373.3,18.9,570,8,0
UmemVqN8DSE_412-417,UmemVqN8DSE,grease proof paper twist end tightly,twist,tightly,twist,tightly,412.5,417.5,5.1,121,40,5
nkF9W1XRCKQ_103-108,nkF9W1XRCKQ,cut relatively thinly age cook,cut,thinly,cut,finely,103,108.4,5.4,126,11,2
9P8LDgqIO-E_153-159,9P8LDgqIO-E,lightly mix batter,mix,lightly,mix,gently,153.7,159.9,6.2,150,0,0
wbfsRWhxWMs_368-375,wbfsRWhxWMs,love roughly chop awesome,chop,roughly,chop,coarsely,368.2,375.6,7.3,175,1,4
CYgDe82nRAE_590-598,CYgDe82nRAE,gently cover beautiful,cover,gently,cover,gently,590.3,598.8,8.5,241,9,0
w-YV1UvvrsU_330-335,w-YV1UvvrsU,use stick gently pour,pour,gently,pour,gently,330.3,335.4,5.1,125,3,0
qGLN3dQuUWI_35-40,qGLN3dQuUWI,water slowly mix stirring,mix,slowly,mix,slowly,35.6,40.8,5.3,150,0,1
PUxIdNvcJYs_96-102,PUxIdNvcJYs,fold gently,fold,gently,fold,gently,96.4,103,6.6,179,5,0
IYY1fyVdFus_443-450,IYY1fyVdFus,gently fold mixture trying,fold,gently,fold,gently,443.6,450.2,6.6,175,5,0
xR-RjQ1YhjY_297-324,xR-RjQ1YhjY,adding salt gently fold mixture,fold,gently,fold,gently,297.3,324.4,27,810,5,0
yriKGYSBSeI_142-150,yriKGYSBSeI,apples date mixture gently fold date mixture into apples,fold,gently,fold,gently,142.3,150.2,7.9,192,5,0
T69BK49X7LQ_421-429,T69BK49X7LQ,liquid pour slowly stir,stir,slowly,stir,slowly,421.9,429.4,7.5,242,2,1
GsL3bMclZdA_41-48,GsL3bMclZdA,pepper chopped parsley coarsely chop little,chop,coarsely,chop,coarsely,41.6,48.8,7.2,210,1,4
ezwCRnufm6Y_309-324,ezwCRnufm6Y,stop rolling gently,roll,gently,roll,gently,309.7,324.5,14.8,450,6,0
pm3scin-acs_133-144,pm3scin-acs,pour slowly stir,pour,slowly,pour,slowly,133.6,144.4,10.9,330,3,1
q4tDYAlNnPM_383-388,q4tDYAlNnPM,gently stir sauce,stir,gently,stir,gently,383.3,388.7,5.4,150,2,0
kqMpbtotWr0_627-634,kqMpbtotWr0,lot lightly stir heat,stir,lightly,stir,gently,627.4,634.1,6.7,209,2,0
4Yom3nW-6_w_217-229,4Yom3nW-6_w,rest ingredients stir gently,stir,gently,stir,gently,217.9,229.5,11.6,300,2,0
PxtmTuQ0WbI_505-511,PxtmTuQ0WbI,get sausages gently coat flour,coat,gently,coat,gently,505.3,511.4,6.1,182,15,0
JuF21QsTRzg_152-167,JuF21QsTRzg,sugar slowly stir combine,stir,slowly,stir,slowly,152.7,167.2,14.5,375,2,1
aVBXHC1P3fA_257-268,aVBXHC1P3fA,get hold make face butter lightly squeeze,squeeze,lightly,squeeze,gently,257.9,268.8,11,329,16,0
i4GvisewWc8_82-88,i4GvisewWc8,shake gently help settle icing,shake,gently,shake,gently,82.7,88.2,5.5,180,24,0
NItMzW_CvHA_67-75,NItMzW_CvHA,cream mixture gently fold condensed milk whipping cream,fold,gently,fold,gently,67.7,76,8.3,201,5,0
tjSMgzdPFRU_255-263,tjSMgzdPFRU,gently spread,spread,gently,spread,gently,255.6,263.4,7.8,240,13,0
CUaah_ExWp4_141-147,CUaah_ExWp4,into small pieces finely chop parsley dressing measure,chop,finely,chop,finely,141.7,147.4,5.8,146,1,2
7UvAedAE1dY_306-324,7UvAedAE1dY,mix good fully coat young potato,coat,fully,coat,completely,306.5,324.6,18.1,542,15,7
ITVlXSCXIMk_711-730,ITVlXSCXIMk,press gently ladle flip,press,gently,press,gently,711.6,730.2,18.6,571,4,0
WIF-xiVNLzc_435-443,WIF-xiVNLzc,entirely long end closest start gently roll,roll,gently,roll,gently,435.8,443.3,7.5,240,6,0
V5u5FGdRpDY_102-112,V5u5FGdRpDY,garlic stir quickly cook,stir,quickly,stir,quickly,102.4,112.6,10.1,301,2,3
eCvCUqnfsko_77-87,eCvCUqnfsko,slowly whisk incorporate milk,whisk,slowly,whisk,slowly,77.1,87.1,9.9,300,7,1
YE6KIHQnlxI_440-452,YE6KIHQnlxI,gently mix way deflate meringues,mix,gently,mix,gently,440.8,452.6,11.7,360,0,0
97JyXTbmOY0_351-357,97JyXTbmOY0,man roughly chop tomato roughly cut cilantro team,chop,roughly,chop,coarsely,351.3,357,5.7,180,1,4
AgGnqo5aoc0_179-184,AgGnqo5aoc0,chocolate vigorously stir,stir,vigorously,stir,vigorously,179.1,184.9,5.9,126,2,6
ofk5XHBMvCA_123-132,ofk5XHBMvCA,nuts prefer press gently nuts,press,gently,press,gently,124,132.8,8.9,270,4,0
WRd4k3jSRZs_66-73,WRd4k3jSRZs,gently stir salt flow,stir,gently,stir,gently,66.9,73.4,6.5,209,2,0
QUoAgjLAzy0_478-483,QUoAgjLAzy0,starting boil stir slowly,stir,slowly,stir,slowly,478.6,484,5.3,150,2,1
GIxObShU_UE_107-127,GIxObShU_UE,flavoring pate sucree vanilla extract feel free flavor taste spices extracts add vanilla extra 1 large egg lightly beat fork,beat,lightly,beat,gently,108,127.8,19.8,601,14,0
k4CDt6JEDzM_41-48,k4CDt6JEDzM,spring onion finely chop,chop,finely,chop,finely,41.6,48.2,6.6,175,1,2
v__oO06peoE_187-193,v__oO06peoE,cloth slowly pour egg,pour,slowly,pour,slowly,188,193.8,5.9,180,3,1
zs_lD93Lhuo_494-511,zs_lD93Lhuo,chocolate eggs earlier gently press egg swirl,press,gently,press,gently,494.3,511.1,16.8,408,4,0
yDLt2q_83kM_55-61,yDLt2q_83kM,finely chop parsley time throw,chop,finely,chop,finely,55.3,61.8,6.5,144,1,2
ohHaWRnaTpo_394-400,ohHaWRnaTpo,brush lightly surface,brush,lightly,brush,gently,394.3,400.4,6.1,144,8,0
QIPgBpLk5kY_140-145,QIPgBpLk5kY,seasonings gently mix,mix,gently,mix,gently,140.2,145.8,5.6,150,0,0
7mz9UKbGyzo_106-111,7mz9UKbGyzo,tofu soft fragile slice horizontally cut gently,cut,gently,cut,gently,106.2,111.2,5,120,11,0
aUWmjNwNKeA_63-69,aUWmjNwNKeA,lightly brush sides fish,brush,lightly,brush,gently,63.6,69.1,5.5,144,8,0
RBsaQFVF1LU_58-65,RBsaQFVF1LU,gently spoon,spoon,gently,spoon,gently,58.5,65.6,7.1,210,25,0
4YRtCiQ7Nnc_328-333,4YRtCiQ7Nnc,boil till soft heat mash grapes lightly,mash,lightly,mash,gently,328.6,333.6,5,150,34,0
LNwrx36rWkU_1145-1150,LNwrx36rWkU,peel wax slowly eat eating cheese,peel,slowly,peel,slowly,1145.7,1150.8,5.1,150,18,1
SpsqhkWK8PY_126-131,SpsqhkWK8PY,slowly pour,pour,slowly,pour,slowly,126.2,131.9,5.7,126,3,1
PNPrh_MX9w4_50-69,PNPrh_MX9w4,delicately mixing marine,mix,delicately,mix,gently,50.7,69.6,18.9,476,0,0
osbPeVCE6-0_318-324,osbPeVCE6-0,gently shake mould flatten mousse,shake,gently,shake,gently,318.3,324.7,6.3,150,24,0
rJpIDcKVoHA_254-261,rJpIDcKVoHA,step 7 chives chop finely,chop,finely,chop,finely,254.6,261.5,7,176,1,2
zT4fR_qbGEI_177-187,zT4fR_qbGEI,why'd butter gently stir,stir,gently,stir,gently,177.9,187.5,9.6,301,2,0
Pyyhkjh9sf4_192-201,Pyyhkjh9sf4,makes life easier mix lightly,mix,lightly,mix,gently,192.9,201.9,9,226,0,0
dCn-lFK8StY_101-106,dCn-lFK8StY,pour soup slowly whisk egg mixture into,pour,slowly,pour,slowly,101.3,106.6,5.4,151,3,1
t8yntA_6SHo_109-122,t8yntA_6SHo,cloves small cardamom chhoti lightly mix,mix,lightly,mix,gently,109.5,122.4,12.9,326,0,0
8SDAIBtSNes_173-179,8SDAIBtSNes,pour real gently hmm,pour,gently,pour,gently,173.7,179.6,5.9,180,3,0
aVi3sWz9TAw_119-126,aVi3sWz9TAw,quickly toss,toss,quickly,toss,quickly,119.8,126.4,6.6,210,12,3
gpDlFOHJGO4_96-104,gpDlFOHJGO4,cookies go whisk slowly,whisk,slowly,whisk,slowly,96.6,104.7,8.1,239,7,1
i7ya4sDIuv0_326-332,i7ya4sDIuv0,flip quickly use spatula,flip,quickly,flip,quickly,326.8,332.4,5.6,180,19,3
cMr8yN7Exqk_48-55,cMr8yN7Exqk,eggs lightly whisk fork,whisk,lightly,whisk,gently,49,55.4,6.4,210,7,0
wSVgaUWQHjs_44-50,wSVgaUWQHjs,edge slowly peel,peel,slowly,peel,slowly,44.1,50.2,6.1,180,18,1
_znRPTOxTeA_667-674,_znRPTOxTeA,gently cut half fold,cut,gently,cut,gently,667.9,674.7,6.8,210,11,0
RD2Qvp7va64_34-41,RD2Qvp7va64,slice half peel finely chop,chop,finely,chop,finely,35,41,6,211,1,2
RyWvPxYrvko_453-466,RyWvPxYrvko,mini loaf pans beat slowly pull,beat,slowly,beat,slowly,453.9,466.6,12.7,325,14,1
uMixacsYmDE_185-199,uMixacsYmDE,got peppers roughly chopping thing help,chop,roughly,chop,coarsely,185.8,199.9,14.1,421,1,4
WLitZq6uhhQ_227-234,WLitZq6uhhQ,quickly whisk nice gentle point,whisk,quickly,whisk,quickly,227.5,235,7.5,175,7,3
jAVJUzuWbGM_538-543,jAVJUzuWbGM,press lightly leave,press,lightly,press,gently,538.1,543.8,5.8,150,4,0
xWi2GpMN77I_298-303,xWi2GpMN77I,minced garlic add mix gently,mix,gently,mix,gently,298.2,303.6,5.4,150,0,0
ic2ycE0NnNA_846-852,ic2ycE0NnNA,start mixing slowly uh,mix,slowly,mix,slowly,846.7,852.3,5.6,180,0,1
z4kSoJgsu6Y_196-203,z4kSoJgsu6Y,add little coriander coarsely chop,chop,coarsely,chop,coarsely,196.6,203.9,7.3,176,1,4
FZz9kcCGzS4_420-427,FZz9kcCGzS4,dry possible mix dry ingredients into apples lime juice lightly,mix,lightly,mix,gently,420.7,427.5,6.8,212,0,0
8at-3QTJP5s_119-126,8at-3QTJP5s,picked flat leaf parsley roughly chop,chop,roughly,chop,coarsely,119.6,126.4,6.8,175,1,4
wAb6nC1Veik_351-357,wAb6nC1Veik,cover lightly skewer,cover,lightly,cover,gently,351.9,357.1,5.2,181,9,0
MKmLP2r_Eb0_557-563,MKmLP2r_Eb0,spoon ripping stir gently,stir,gently,stir,gently,557.1,563.1,6,180,2,0
DMGbiBaD0XY_403-410,DMGbiBaD0XY,half fold half gently seal edges,fold,gently,fold,gently,403.4,410.9,7.5,212,5,0
BDojrSKJZiw_184-189,BDojrSKJZiw,lightly roll,roll,lightly,roll,gently,184.3,189.4,5.1,120,6,0
A7Y5oEG3Omc_62-71,A7Y5oEG3Omc,roughly chop garlic rough chop guess,chop,roughly,chop,coarsely,62,71.5,9.5,225,1,4
aec-HkUsIf8_109-115,aec-HkUsIf8,wet noodles softly stir fried pork,stir,softly,stir,gently,109.5,115.4,5.8,150,2,0
hSpi9w-OT9A_176-185,hSpi9w-OT9A,banana bread gently fold walnuts,fold,gently,fold,gently,176.9,185.9,9,272,5,0
-C7BMdigl9w_83-89,-C7BMdigl9w,gently cover plastic wrap allow,cover,gently,cover,gently,83.9,89.4,5.5,181,9,0
ANtVmHJ7arQ_53-62,ANtVmHJ7arQ,season chicken strips salt ground black pepper gently,season,gently,season,gently,53.9,62.8,8.9,270,35,0
rqa0oaVLCVc_86-91,rqa0oaVLCVc,green chilly 1 remove seeds chop finely,chop,finely,chop,finely,86.1,91.6,5.4,150,1,2
_sJZJFWpI74_756-765,_sJZJFWpI74,mix jam press gently fingers,press,gently,press,gently,756.4,765.4,9,271,4,0
IFyvWnAptDA_100-105,IFyvWnAptDA,coarsely chop remaining meat remove,chop,coarsely,chop,coarsely,100.1,105.6,5.5,149,1,4
A96GSJS7FwU_57-65,A96GSJS7FwU,garlic bash mince roughly chop roughly,chop,roughly,chop,coarsely,57.7,65.3,7.6,200,1,4
TNNq6SxDF2k_48-55,TNNq6SxDF2k,wash good go roughly chop red,chop,roughly,chop,coarsely,48.6,55.8,7.2,211,1,4
jirCAKKAzJw_377-395,jirCAKKAzJw,default nappin gently press hs,press,gently,press,gently,377,395.2,18.2,540,4,0
_SEwrzgvXLk_195-202,_SEwrzgvXLk,quickly chop pepper whack,chop,quickly,chop,quickly,195.8,202.2,6.4,175,1,3
j-c0QcYVPQs_228-234,j-c0QcYVPQs,spread tutti frutti press gently rolling pin,roll,gently,roll,gently,228.1,234,5.9,181,6,0
cIo5_9hjAfQ_165-171,cIo5_9hjAfQ,lightly grease dough rise bowl,grease,lightly,grease,gently,165.8,171.4,5.5,179,29,0
74L6aApRd2U_190-197,74L6aApRd2U,stir pretty rapidly,stir,rapidly,stir,quickly,190.3,197,6.8,211,2,3
